age,gender,weight_kg,height_cm,bmi,activity_level,fitness_level,goal,personality,location,hours_available_per_week,monthly_budget_usd,health_issue,prefers_team_sport,prefers_outdoor,prefers_contact_sport,risk_tolerance,competitive_level,coordination_level,striking_preference,grappling_preference,speed_agility,endurance_level,preferred_distance,recommended_sport,sport_difficulty,sport_type,sport_environment,sport_budget_level,calories_burned_per_hour,user_id,user_rating,clicked,practiced
29,Male,74.5,165.2,27.3,Moderately Active,Beginner,Compete Professionally,Ambivert,Suburban,10.0,66.0,None,0,0,5,3,5,3,0,5,2,3,0,Judo,High,Individual,Indoor,Medium,500,U49142,3.9,1,1
38,Female,57.2,158.0,22.9,Moderately Active,Intermediate,Build Muscle,Extrovert,Rural,4.3,94.0,None,0,0,4,4,5,5,0,5,4,4,0,Judo,High,Individual,Indoor,Medium,500,U49143,4.9,1,1
28,Male,73.5,162.6,27.8,Moderately Active,Intermediate,Compete Professionally,Ambivert,Rural,3.4,35.0,None,0,0,5,4,4,3,1,5,3,4,0,Judo,High,Individual,Indoor,Medium,500,U49144,3.7,1,1
30,Female,65.2,156.9,26.5,Very Active,Intermediate,Compete Professionally,Ambivert,Suburban,11.8,92.0,None,0,0,5,4,4,3,1,5,3,3,1,Judo,High,Individual,Indoor,Medium,500,U49145,3.5,1,1
19,Female,57.2,164.3,21.2,Moderately Active,Beginner,Compete Professionally,Introvert,Rural,4.3,98.0,None,0,0,4,3,4,4,1,5,3,4,0,Judo,High,Individual,Indoor,Medium,500,U49146,4.5,1,1
39,Female,44.8,155.2,18.6,Very Active,Advanced,Compete Professionally,Ambivert,Rural,4.5,49.0,None,0,0,5,4,4,4,1,5,4,4,0,Judo,High,Individual,Indoor,Medium,500,U49147,3.6,1,1
9,Male,39.4,134.4,21.8,Very Active,Advanced,Have Fun,Extrovert,Rural,6.3,91.0,None,0,0,4,4,4,5,1,5,3,3,1,Judo,High,Individual,Indoor,Medium,500,U49148,4.2,1,1
41,Female,57.0,163.6,21.3,Very Active,Advanced,Compete Professionally,Extrovert,Rural,8.4,59.0,None,0,0,4,3,5,3,0,5,4,3,0,Judo,High,Individual,Indoor,Medium,500,U49149,3.7,0,0
42,Male,60.6,167.9,21.5,Very Active,Intermediate,Build Muscle,Introvert,Urban,7.9,68.0,None,0,0,5,4,5,5,1,5,3,4,1,Judo,High,Individual,Indoor,Medium,500,U49150,4.2,1,1
24,Male,60.0,165.2,22.0,Very Active,Advanced,Build Muscle,Ambivert,Suburban,7.9,61.0,None,0,0,5,4,4,3,1,5,2,4,1,Judo,High,Individual,Indoor,Medium,500,U49151,3.6,0,1
26,Male,100.4,177.1,32.0,Moderately Active,Beginner,Have Fun,Ambivert,Urban,11.0,58.0,None,0,0,4,4,4,3,0,5,3,3,1,Judo,High,Individual,Indoor,Medium,500,U49152,3.6,1,1
45,Male,76.1,163.4,28.5,Very Active,Beginner,Build Muscle,Ambivert,Urban,10.7,38.0,None,0,0,5,4,4,4,1,5,4,4,0,Judo,High,Individual,Indoor,Medium,500,U49153,4.8,1,1
23,Male,57.1,174.8,18.7,Moderately Active,Beginner,Have Fun,Ambivert,Suburban,6.3,94.0,None,0,0,5,4,5,5,1,5,2,4,0,Judo,High,Individual,Indoor,Medium,500,U49154,4.9,1,1
9,Male,51.1,144.1,24.6,Very Active,Advanced,Compete Professionally,Ambivert,Urban,6.0,32.0,None,0,0,5,4,4,5,0,5,4,4,0,Judo,High,Individual,Indoor,Medium,500,U49155,3.9,1,1
24,Male,74.0,168.1,26.2,Very Active,Advanced,Compete Professionally,Ambivert,Suburban,8.3,92.0,None,0,0,5,4,4,3,1,5,2,3,1,Judo,High,Individual,Indoor,Medium,500,U49156,3.7,0,1
10,Female,42.3,150.0,18.8,Very Active,Advanced,Build Muscle,Extrovert,Urban,3.1,82.0,None,0,0,4,4,5,4,0,5,3,3,0,Judo,High,Individual,Indoor,Medium,500,U49157,4.1,1,0
15,Female,60.9,175.0,19.9,Moderately Active,Advanced,Build Muscle,Extrovert,Rural,3.0,56.0,None,0,0,5,3,5,3,1,5,4,4,0,Judo,High,Individual,Indoor,Medium,500,U49158,3.8,1,1
21,Female,50.6,170.0,17.5,Moderately Active,Beginner,Compete Professionally,Introvert,Suburban,11.9,86.0,None,0,0,5,3,5,5,0,5,2,4,1,Judo,High,Individual,Indoor,Medium,500,U49159,4.4,1,1
17,Female,58.3,155.9,24.0,Moderately Active,Beginner,Have Fun,Introvert,Suburban,10.6,41.0,None,0,0,4,4,5,5,1,5,4,3,1,Judo,High,Individual,Indoor,Medium,500,U49160,4.8,1,1
30,Female,59.6,155.4,24.7,Very Active,Beginner,Have Fun,Introvert,Suburban,3.6,56.0,None,0,0,4,4,5,4,1,5,2,4,1,Judo,High,Individual,Indoor,Medium,500,U49161,4.4,0,1
21,Female,52.1,160.6,20.2,Moderately Active,Beginner,Have Fun,Introvert,Suburban,4.5,23.0,None,0,0,5,4,4,5,1,5,4,4,0,Judo,High,Individual,Indoor,Medium,500,U49162,4.2,1,1
19,Female,74.2,167.7,26.4,Very Active,Intermediate,Have Fun,Ambivert,Urban,10.2,25.0,None,0,0,5,3,4,3,0,5,3,4,0,Judo,High,Individual,Indoor,Medium,500,U49163,5.0,0,1
41,Female,74.1,160.4,28.8,Very Active,Beginner,Build Muscle,Ambivert,Urban,11.3,49.0,None,0,0,4,4,5,4,0,5,4,4,0,Judo,High,Individual,Indoor,Medium,500,U49164,4.0,0,1
29,Male,51.4,173.4,17.1,Moderately Active,Intermediate,Compete Professionally,Introvert,Suburban,9.5,64.0,None,0,0,4,3,4,4,0,5,3,3,0,Judo,High,Individual,Indoor,Medium,500,U49165,4.3,0,1
12,Male,70.1,156.6,28.6,Moderately Active,Beginner,Compete Professionally,Extrovert,Urban,8.1,38.0,None,0,0,4,3,5,5,1,5,4,4,1,Judo,High,Individual,Indoor,Medium,500,U49166,4.3,1,1
40,Male,97.6,182.2,29.4,Very Active,Advanced,Build Muscle,Introvert,Suburban,8.8,42.0,None,0,0,4,4,4,4,0,5,2,4,1,Judo,High,Individual,Indoor,Medium,500,U49167,4.1,1,1
10,Male,70.9,164.2,26.3,Moderately Active,Beginner,Compete Professionally,Introvert,Suburban,8.9,59.0,None,0,0,5,3,4,5,1,5,4,3,0,Judo,High,Individual,Indoor,Medium,500,U49168,3.6,1,1
32,Male,83.7,195.0,22.0,Very Active,Advanced,Compete Professionally,Extrovert,Suburban,7.9,26.0,None,0,0,5,3,5,5,0,5,3,3,1,Judo,High,Individual,Indoor,Medium,500,U49169,4.4,1,1
30,Female,80.2,160.3,31.2,Very Active,Intermediate,Have Fun,Introvert,Rural,4.5,73.0,None,0,0,4,4,5,3,0,5,4,4,0,Judo,High,Individual,Indoor,Medium,500,U49170,4.7,1,1
44,Female,81.9,166.3,29.6,Very Active,Beginner,Build Muscle,Introvert,Rural,11.9,94.0,None,0,0,5,4,5,3,1,5,4,3,1,Judo,High,Individual,Indoor,Medium,500,U49171,3.8,1,1
26,Female,53.8,153.6,22.8,Moderately Active,Intermediate,Compete Professionally,Extrovert,Rural,8.3,84.0,None,0,0,4,3,4,3,0,5,4,3,1,Judo,High,Individual,Indoor,Medium,500,U49172,3.5,1,0
36,Male,68.8,178.1,21.7,Moderately Active,Advanced,Have Fun,Ambivert,Urban,3.4,54.0,None,0,0,4,3,4,4,0,5,4,3,0,Judo,High,Individual,Indoor,Medium,500,U49173,4.7,0,1
25,Male,77.0,173.1,25.7,Moderately Active,Advanced,Build Muscle,Ambivert,Suburban,5.2,33.0,None,0,0,4,3,4,4,0,5,2,4,0,Judo,High,Individual,Indoor,Medium,500,U49174,3.5,0,1
24,Female,50.5,162.1,19.2,Moderately Active,Beginner,Compete Professionally,Introvert,Rural,8.4,29.0,None,0,0,4,4,5,5,1,5,3,4,1,Judo,High,Individual,Indoor,Medium,500,U49175,4.7,0,1
41,Female,59.4,165.1,21.8,Very Active,Intermediate,Build Muscle,Ambivert,Suburban,8.1,46.0,None,0,0,4,4,5,5,1,5,4,3,0,Judo,High,Individual,Indoor,Medium,500,U49176,4.5,1,1
31,Female,78.3,165.2,28.7,Moderately Active,Intermediate,Build Muscle,Extrovert,Suburban,4.7,68.0,None,0,0,4,4,4,4,0,5,3,4,0,Judo,High,Individual,Indoor,Medium,500,U49177,3.8,0,1
42,Female,67.3,169.6,23.4,Moderately Active,Beginner,Compete Professionally,Introvert,Suburban,4.8,35.0,None,0,0,4,4,4,3,0,5,2,3,1,Judo,High,Individual,Indoor,Medium,500,U49178,4.7,1,1
22,Female,59.7,164.3,22.1,Moderately Active,Advanced,Compete Professionally,Extrovert,Suburban,10.6,76.0,None,0,0,4,4,4,5,1,5,3,3,0,Judo,High,Individual,Indoor,Medium,500,U49179,4.7,1,1
31,Female,50.9,163.3,19.1,Very Active,Beginner,Have Fun,Extrovert,Suburban,11.7,42.0,None,0,0,5,4,4,4,0,5,3,4,0,Judo,High,Individual,Indoor,Medium,500,U49180,3.9,1,1
42,Male,82.1,183.1,24.5,Moderately Active,Advanced,Build Muscle,Introvert,Urban,4.1,31.0,None,0,0,5,4,4,5,1,5,4,4,0,Judo,High,Individual,Indoor,Medium,500,U49181,4.3,1,1
19,Male,87.5,179.4,27.2,Moderately Active,Intermediate,Compete Professionally,Introvert,Suburban,5.0,32.0,None,0,0,4,3,5,3,0,5,4,3,1,Judo,High,Individual,Indoor,Medium,500,U49182,4.0,1,0
23,Male,59.8,175.6,19.4,Moderately Active,Advanced,Have Fun,Ambivert,Suburban,10.8,57.0,None,0,0,5,3,5,4,1,5,3,4,1,Judo,High,Individual,Indoor,Medium,500,U49183,3.6,0,1
21,Male,62.4,172.0,21.1,Moderately Active,Advanced,Compete Professionally,Ambivert,Suburban,5.0,70.0,None,0,0,4,4,4,3,1,5,3,4,1,Judo,High,Individual,Indoor,Medium,500,U49184,4.2,1,1
38,Female,68.8,153.8,29.1,Moderately Active,Advanced,Build Muscle,Extrovert,Urban,4.5,85.0,None,0,0,4,3,5,3,0,5,3,4,1,Judo,High,Individual,Indoor,Medium,500,U49185,4.6,0,1
43,Male,58.1,171.3,19.8,Very Active,Intermediate,Compete Professionally,Ambivert,Rural,4.3,79.0,None,0,0,4,3,5,5,0,5,4,3,1,Judo,High,Individual,Indoor,Medium,500,U49186,4.6,0,0
28,Male,55.7,169.5,19.4,Moderately Active,Advanced,Have Fun,Ambivert,Urban,9.1,100.0,None,0,0,5,4,4,5,0,5,2,4,0,Judo,High,Individual,Indoor,Medium,500,U49187,3.8,1,1
22,Male,87.6,172.9,29.3,Very Active,Intermediate,Have Fun,Introvert,Urban,4.1,60.0,None,0,0,5,4,5,5,1,5,2,4,1,Judo,High,Individual,Indoor,Medium,500,U49188,4.5,1,1
14,Male,53.5,146.6,24.9,Very Active,Beginner,Build Muscle,Extrovert,Rural,10.3,31.0,None,0,0,5,4,4,4,1,5,3,3,0,Judo,High,Individual,Indoor,Medium,500,U49189,4.3,0,0
11,Male,64.4,151.1,28.2,Very Active,Intermediate,Have Fun,Ambivert,Urban,6.8,59.0,None,0,0,4,4,4,5,0,5,2,4,0,Judo,High,Individual,Indoor,Medium,500,U49190,3.6,1,1
17,Female,46.5,162.1,17.7,Very Active,Advanced,Build Muscle,Extrovert,Urban,4.7,53.0,None,0,0,4,4,5,4,0,5,3,4,0,Judo,High,Individual,Indoor,Medium,500,U49191,4.7,1,0
43,Female,49.9,166.1,18.1,Moderately Active,Intermediate,Have Fun,Introvert,Rural,4.0,61.0,None,0,0,5,3,4,4,1,5,4,4,0,Judo,High,Individual,Indoor,Medium,500,U49192,4.8,0,0
25,Female,43.4,158.4,17.3,Moderately Active,Beginner,Build Muscle,Ambivert,Rural,12.0,69.0,None,0,0,4,4,5,5,1,5,2,3,0,Judo,High,Individual,Indoor,Medium,500,U49193,4.1,1,1
33,Female,61.8,165.3,22.6,Moderately Active,Advanced,Build Muscle,Extrovert,Rural,7.1,32.0,None,0,0,4,4,4,5,1,5,3,3,0,Judo,High,Individual,Indoor,Medium,500,U49194,4.1,0,1
17,Male,84.1,166.6,30.3,Moderately Active,Advanced,Build Muscle,Introvert,Rural,5.2,89.0,None,0,0,4,3,5,4,1,5,3,4,1,Judo,High,Individual,Indoor,Medium,500,U49195,4.4,1,1
40,Female,89.8,168.3,31.7,Very Active,Advanced,Build Muscle,Ambivert,Rural,4.8,21.0,None,0,0,5,4,4,4,1,5,3,3,0,Judo,High,Individual,Indoor,Medium,500,U49196,3.7,1,1
28,Male,69.7,170.4,24.0,Moderately Active,Advanced,Build Muscle,Extrovert,Rural,11.6,79.0,None,0,0,4,4,5,3,1,5,3,3,1,Judo,High,Individual,Indoor,Medium,500,U49197,4.8,1,1
42,Male,79.4,179.6,24.6,Very Active,Beginner,Compete Professionally,Extrovert,Rural,9.0,46.0,None,0,0,5,4,4,4,0,5,4,3,1,Judo,High,Individual,Indoor,Medium,500,U49198,4.4,1,0
40,Male,100.7,184.1,29.7,Moderately Active,Intermediate,Have Fun,Extrovert,Rural,11.2,34.0,None,0,0,5,4,5,3,1,5,3,4,0,Judo,High,Individual,Indoor,Medium,500,U49199,3.8,1,1
17,Male,66.7,158.4,26.6,Moderately Active,Advanced,Have Fun,Ambivert,Suburban,10.1,81.0,None,0,0,4,3,4,5,1,5,3,4,0,Judo,High,Individual,Indoor,Medium,500,U49200,4.8,0,1
25,Female,71.6,167.6,25.5,Moderately Active,Advanced,Have Fun,Introvert,Rural,8.4,35.0,None,0,0,4,4,4,5,1,5,3,4,0,Judo,High,Individual,Indoor,Medium,500,U49201,4.3,1,1
10,Male,40.7,139.8,20.8,Very Active,Intermediate,Compete Professionally,Extrovert,Suburban,4.8,75.0,None,0,0,4,3,4,4,0,5,2,3,0,Judo,High,Individual,Indoor,Medium,500,U49202,4.8,1,1
31,Male,61.3,179.1,19.1,Very Active,Beginner,Build Muscle,Extrovert,Urban,4.1,60.0,None,0,0,4,3,4,4,1,5,2,3,0,Judo,High,Individual,Indoor,Medium,500,U49203,3.6,0,0
23,Male,100.0,180.2,30.8,Very Active,Intermediate,Compete Professionally,Extrovert,Urban,8.2,42.0,None,0,0,4,4,5,5,0,5,2,3,0,Judo,High,Individual,Indoor,Medium,500,U49204,4.3,0,1
21,Male,59.4,180.2,18.3,Very Active,Advanced,Have Fun,Extrovert,Rural,10.7,59.0,None,0,0,5,4,4,4,0,5,4,3,1,Judo,High,Individual,Indoor,Medium,500,U49205,3.9,1,0
16,Female,73.8,156.3,30.2,Very Active,Beginner,Have Fun,Extrovert,Suburban,7.2,38.0,None,0,0,5,3,4,4,1,5,2,4,0,Judo,High,Individual,Indoor,Medium,500,U49206,4.0,1,1
31,Male,58.0,164.2,21.5,Very Active,Intermediate,Have Fun,Ambivert,Suburban,5.8,69.0,None,0,0,5,3,4,3,1,5,4,3,0,Judo,High,Individual,Indoor,Medium,500,U49207,4.4,1,1
43,Male,52.9,169.6,18.4,Moderately Active,Advanced,Build Muscle,Introvert,Rural,4.6,60.0,None,0,0,4,3,5,4,0,5,4,3,1,Judo,High,Individual,Indoor,Medium,500,U49208,4.0,1,1
22,Male,70.2,185.1,20.5,Moderately Active,Intermediate,Have Fun,Ambivert,Urban,3.3,43.0,None,0,0,5,3,4,3,1,5,2,3,1,Judo,High,Individual,Indoor,Medium,500,U49209,4.7,1,1
21,Female,82.1,164.3,30.4,Moderately Active,Beginner,Have Fun,Introvert,Rural,10.4,91.0,None,0,0,5,4,4,5,0,5,2,3,0,Judo,High,Individual,Indoor,Medium,500,U49210,4.8,1,1
29,Male,87.9,174.1,29.0,Very Active,Beginner,Have Fun,Ambivert,Suburban,4.4,62.0,None,0,0,5,4,4,3,1,5,2,4,0,Judo,High,Individual,Indoor,Medium,500,U49211,4.4,1,0
36,Male,73.6,177.0,23.5,Moderately Active,Beginner,Have Fun,Ambivert,Rural,9.4,33.0,None,0,0,4,4,4,4,1,5,4,4,0,Judo,High,Individual,Indoor,Medium,500,U49212,4.8,1,1
45,Male,90.8,172.8,30.4,Moderately Active,Beginner,Build Muscle,Extrovert,Urban,8.8,56.0,None,0,0,4,3,5,4,1,5,3,4,0,Judo,High,Individual,Indoor,Medium,500,U49213,3.9,1,1
31,Male,71.6,175.3,23.3,Very Active,Beginner,Have Fun,Introvert,Urban,6.7,94.0,None,0,0,4,4,5,3,0,5,2,4,0,Judo,High,Individual,Indoor,Medium,500,U49214,4.4,1,1
40,Male,93.2,171.7,31.6,Very Active,Advanced,Have Fun,Introvert,Urban,5.6,74.0,None,0,0,5,3,5,4,1,5,2,4,0,Judo,High,Individual,Indoor,Medium,500,U49215,4.8,1,1
31,Female,75.2,155.5,31.1,Moderately Active,Intermediate,Have Fun,Introvert,Rural,6.1,56.0,None,0,0,4,3,5,3,1,5,4,3,0,Judo,High,Individual,Indoor,Medium,500,U49216,4.5,1,1
14,Male,73.6,156.1,30.2,Moderately Active,Advanced,Have Fun,Extrovert,Rural,4.5,27.0,None,0,0,5,3,5,5,1,5,3,4,1,Judo,High,Individual,Indoor,Medium,500,U49217,4.8,1,1
14,Female,58.5,148.0,26.7,Very Active,Beginner,Build Muscle,Ambivert,Suburban,5.9,79.0,None,0,0,4,4,5,5,0,5,3,3,0,Judo,High,Individual,Indoor,Medium,500,U49218,3.8,1,1
9,Female,44.2,159.4,17.4,Moderately Active,Beginner,Have Fun,Introvert,Rural,6.7,43.0,None,0,0,5,3,5,4,1,5,2,3,0,Judo,High,Individual,Indoor,Medium,500,U49219,4.7,0,1
20,Female,68.2,166.9,24.5,Very Active,Intermediate,Have Fun,Extrovert,Rural,6.7,32.0,None,0,0,5,4,4,3,0,5,3,4,1,Judo,High,Individual,Indoor,Medium,500,U49220,4.1,1,0
30,Male,101.8,180.1,31.4,Moderately Active,Intermediate,Have Fun,Ambivert,Suburban,10.6,85.0,None,0,0,5,4,4,5,1,5,2,4,0,Judo,High,Individual,Indoor,Medium,500,U49221,4.7,1,0
25,Female,65.6,165.7,23.9,Very Active,Advanced,Have Fun,Introvert,Rural,8.2,43.0,None,0,0,4,3,4,3,0,5,2,4,0,Judo,High,Individual,Indoor,Medium,500,U49222,4.1,1,1
41,Female,60.8,161.9,23.2,Moderately Active,Advanced,Build Muscle,Ambivert,Suburban,11.1,37.0,None,0,0,5,3,4,3,1,5,3,4,1,Judo,High,Individual,Indoor,Medium,500,U49223,4.7,1,1
18,Female,81.5,173.4,27.1,Very Active,Advanced,Build Muscle,Introvert,Urban,4.9,96.0,None,0,0,5,3,4,4,1,5,4,4,1,Judo,High,Individual,Indoor,Medium,500,U49224,4.5,1,0
12,Male,43.1,154.8,18.0,Moderately Active,Advanced,Have Fun,Ambivert,Suburban,10.3,22.0,None,0,0,5,3,5,4,0,5,3,3,1,Judo,High,Individual,Indoor,Medium,500,U49225,3.9,1,1
39,Female,55.6,160.1,21.7,Moderately Active,Beginner,Build Muscle,Ambivert,Urban,10.9,72.0,None,0,0,4,4,5,4,1,5,2,4,1,Judo,High,Individual,Indoor,Medium,500,U49226,3.9,1,0
33,Female,76.4,155.5,31.6,Moderately Active,Intermediate,Have Fun,Introvert,Suburban,11.5,41.0,None,0,0,5,3,4,3,1,5,2,4,1,Judo,High,Individual,Indoor,Medium,500,U49227,3.6,1,1
41,Male,88.2,181.4,26.8,Very Active,Beginner,Have Fun,Ambivert,Suburban,5.1,73.0,None,0,0,4,3,5,3,1,5,3,3,1,Judo,High,Individual,Indoor,Medium,500,U49228,3.8,1,1
28,Male,81.9,180.3,25.2,Very Active,Advanced,Compete Professionally,Ambivert,Rural,11.3,96.0,None,0,0,4,4,4,5,0,5,4,3,1,Judo,High,Individual,Indoor,Medium,500,U49229,4.5,0,1
26,Female,56.9,171.3,19.4,Moderately Active,Intermediate,Have Fun,Introvert,Rural,4.9,44.0,None,0,0,4,3,5,3,1,5,2,4,0,Judo,High,Individual,Indoor,Medium,500,U49230,4.6,1,1
26,Male,51.5,169.7,17.9,Very Active,Intermediate,Build Muscle,Ambivert,Suburban,10.5,30.0,None,0,0,5,4,5,3,1,5,2,3,0,Judo,High,Individual,Indoor,Medium,500,U49231,4.4,1,1
41,Female,85.0,165.9,30.9,Moderately Active,Advanced,Compete Professionally,Extrovert,Suburban,9.5,70.0,None,0,0,5,4,4,4,1,5,3,4,1,Judo,High,Individual,Indoor,Medium,500,U49232,3.8,1,1
44,Male,58.8,177.3,18.7,Very Active,Beginner,Have Fun,Introvert,Urban,7.0,44.0,None,0,0,5,3,5,4,0,5,2,4,1,Judo,High,Individual,Indoor,Medium,500,U49233,3.5,1,1
15,Male,102.7,189.5,28.6,Moderately Active,Advanced,Build Muscle,Extrovert,Rural,4.3,49.0,None,0,0,4,4,4,5,1,5,2,4,0,Judo,High,Individual,Indoor,Medium,500,U49234,3.6,1,1
17,Female,84.6,164.9,31.1,Moderately Active,Advanced,Build Muscle,Extrovert,Rural,11.2,86.0,None,0,0,5,3,4,5,1,5,2,4,0,Judo,High,Individual,Indoor,Medium,500,U49235,3.5,1,1
37,Male,98.4,177.9,31.1,Very Active,Beginner,Compete Professionally,Ambivert,Urban,6.9,81.0,None,0,0,5,4,4,4,1,5,3,3,1,Judo,High,Individual,Indoor,Medium,500,U49236,4.2,1,1
29,Male,62.6,184.5,18.4,Moderately Active,Intermediate,Compete Professionally,Ambivert,Urban,10.9,68.0,None,0,0,5,4,5,3,0,5,4,3,1,Judo,High,Individual,Indoor,Medium,500,U49237,4.5,0,0
34,Male,70.7,184.8,20.7,Moderately Active,Advanced,Compete Professionally,Extrovert,Rural,5.6,83.0,None,0,0,4,3,5,3,0,5,4,3,0,Judo,High,Individual,Indoor,Medium,500,U49238,3.9,1,0
45,Female,74.9,167.8,26.6,Very Active,Beginner,Have Fun,Introvert,Suburban,8.6,64.0,None,0,0,4,3,5,5,0,5,4,4,1,Judo,High,Individual,Indoor,Medium,500,U49239,4.3,1,1
16,Female,59.1,156.9,24.0,Very Active,Beginner,Have Fun,Ambivert,Suburban,8.7,42.0,None,0,0,5,4,5,5,1,5,4,4,0,Judo,High,Individual,Indoor,Medium,500,U49240,4.3,1,1
37,Male,87.3,183.6,25.9,Moderately Active,Intermediate,Have Fun,Introvert,Rural,3.3,54.0,None,0,0,4,3,5,4,1,5,2,3,0,Judo,High,Individual,Indoor,Medium,500,U49241,4.6,1,1
14,Female,87.0,170.3,30.0,Very Active,Beginner,Compete Professionally,Ambivert,Suburban,5.2,34.0,None,0,0,5,4,5,3,0,5,2,4,0,Judo,High,Individual,Indoor,Medium,500,U49242,4.2,1,1
40,Male,69.8,170.2,24.1,Very Active,Beginner,Have Fun,Ambivert,Rural,6.6,88.0,None,0,0,4,4,4,5,1,5,2,3,0,Judo,High,Individual,Indoor,Medium,500,U49243,3.9,1,1
44,Female,65.6,161.7,25.1,Very Active,Intermediate,Have Fun,Ambivert,Suburban,4.6,63.0,None,0,0,5,4,4,5,0,5,4,3,1,Judo,High,Individual,Indoor,Medium,500,U49244,4.6,1,0
18,Male,67.0,179.9,20.7,Moderately Active,Beginner,Compete Professionally,Ambivert,Urban,10.9,46.0,None,0,0,4,3,4,5,0,5,4,4,0,Judo,High,Individual,Indoor,Medium,500,U49245,4.5,0,0
29,Female,71.4,152.7,30.6,Moderately Active,Intermediate,Compete Professionally,Ambivert,Rural,11.1,83.0,None,0,0,4,3,5,4,0,5,3,4,1,Judo,High,Individual,Indoor,Medium,500,U49246,5.0,1,1
16,Female,58.2,163.4,21.8,Very Active,Intermediate,Compete Professionally,Introvert,Suburban,4.8,44.0,None,0,0,4,4,5,5,1,5,2,3,0,Judo,High,Individual,Indoor,Medium,500,U49247,4.7,1,0
13,Male,70.7,173.4,23.5,Moderately Active,Advanced,Have Fun,Ambivert,Rural,8.9,48.0,None,0,0,5,3,4,3,1,5,2,4,0,Judo,High,Individual,Indoor,Medium,500,U49248,4.3,1,0
43,Female,53.6,163.3,20.1,Very Active,Beginner,Build Muscle,Extrovert,Urban,8.9,85.0,None,0,0,5,4,5,5,1,5,3,4,0,Judo,High,Individual,Indoor,Medium,500,U49249,3.9,1,1
14,Female,43.4,144.1,20.9,Very Active,Beginner,Have Fun,Extrovert,Suburban,8.6,58.0,None,0,0,4,3,4,3,1,5,4,3,0,Judo,High,Individual,Indoor,Medium,500,U49250,4.4,1,1
23,Male,67.8,176.4,21.8,Moderately Active,Beginner,Compete Professionally,Ambivert,Rural,3.7,53.0,None,0,0,5,3,4,5,1,5,4,4,1,Judo,High,Individual,Indoor,Medium,500,U49251,3.9,1,1
39,Male,82.1,171.2,28.0,Very Active,Advanced,Build Muscle,Introvert,Suburban,7.3,53.0,None,0,0,4,3,4,4,1,5,2,3,1,Judo,High,Individual,Indoor,Medium,500,U49252,3.5,1,1
39,Female,48.9,162.1,18.6,Very Active,Beginner,Have Fun,Extrovert,Urban,9.8,87.0,None,0,0,4,3,4,4,0,5,4,3,1,Judo,High,Individual,Indoor,Medium,500,U49253,4.8,1,1
42,Female,48.3,163.3,18.1,Very Active,Advanced,Compete Professionally,Introvert,Suburban,9.8,79.0,None,0,0,5,3,4,3,1,5,3,4,1,Judo,High,Individual,Indoor,Medium,500,U49254,4.7,1,1
29,Female,66.5,160.2,25.9,Moderately Active,Beginner,Have Fun,Introvert,Urban,5.9,31.0,None,0,0,4,3,4,3,1,5,3,4,0,Judo,High,Individual,Indoor,Medium,500,U49255,4.6,1,0
28,Female,68.2,161.0,26.3,Moderately Active,Advanced,Build Muscle,Ambivert,Rural,9.1,42.0,None,0,0,4,3,5,3,0,5,2,4,1,Judo,High,Individual,Indoor,Medium,500,U49256,4.5,1,1
33,Female,72.3,156.0,29.7,Very Active,Advanced,Build Muscle,Extrovert,Rural,9.0,34.0,None,0,0,4,4,4,5,0,5,2,4,1,Judo,High,Individual,Indoor,Medium,500,U49257,4.9,1,1
37,Male,96.8,177.9,30.6,Very Active,Beginner,Build Muscle,Ambivert,Suburban,5.4,89.0,None,0,0,4,3,4,5,1,5,2,3,0,Judo,High,Individual,Indoor,Medium,500,U49258,4.3,1,1
42,Male,71.9,162.3,27.3,Very Active,Beginner,Have Fun,Ambivert,Suburban,10.9,71.0,None,0,0,5,4,5,5,1,5,4,4,1,Judo,High,Individual,Indoor,Medium,500,U49259,4.6,1,1
27,Male,97.3,177.7,30.8,Very Active,Intermediate,Have Fun,Ambivert,Suburban,8.0,73.0,None,0,0,5,3,5,4,1,5,3,3,0,Judo,High,Individual,Indoor,Medium,500,U49260,3.6,1,1
40,Male,87.9,172.0,29.7,Very Active,Advanced,Compete Professionally,Ambivert,Urban,10.8,78.0,None,0,0,4,4,4,4,1,5,2,3,1,Judo,High,Individual,Indoor,Medium,500,U49261,4.1,1,1
25,Female,56.5,158.4,22.5,Very Active,Advanced,Have Fun,Introvert,Suburban,10.5,34.0,None,0,0,4,4,4,5,0,5,3,4,0,Judo,High,Individual,Indoor,Medium,500,U49262,3.7,1,0
33,Female,43.2,155.0,18.0,Very Active,Beginner,Compete Professionally,Ambivert,Rural,6.1,75.0,None,0,0,5,4,4,5,1,5,3,4,0,Judo,High,Individual,Indoor,Medium,500,U49263,4.8,1,0
35,Female,80.3,162.8,30.3,Very Active,Intermediate,Build Muscle,Ambivert,Urban,11.9,68.0,None,0,0,4,3,5,5,1,5,4,3,0,Judo,High,Individual,Indoor,Medium,500,U49264,4.8,1,1
12,Male,41.7,151.4,18.2,Very Active,Beginner,Have Fun,Ambivert,Suburban,8.9,70.0,None,0,0,4,3,4,4,1,5,4,4,1,Judo,High,Individual,Indoor,Medium,500,U49265,4.2,1,1
21,Male,46.8,165.4,17.1,Moderately Active,Beginner,Build Muscle,Ambivert,Rural,8.7,69.0,None,0,0,5,3,4,3,1,5,3,3,1,Judo,High,Individual,Indoor,Medium,500,U49266,4.7,1,0
